KEGG	GO_ID	GO_Description
ppa:PAS_chr3_0268;	P:GO:0000447; P:GO:0000472; P:GO:0000479; P:GO:0000480; P:GO:0006364; P:GO:0006396; P:GO:0030490; P:GO:0042254; P:GO:0042274; P:GO:2000232; F:GO:0003824; F:GO:0004521; F:GO:0005515; F:GO:0008047; C:GO:0005634; C:GO:0005654; C:GO:0005730; C:GO:0030686; C:GO:0032040	"P:endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA); P:endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA); P:endonucleolytic cleavage of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA); P:endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA); P:rRNA processing; P:RNA processing; P:maturation of SSU-rRNA; P:ribosome biogenesis; P:ribosomal small subunit biogenesis; P:regulation of rRNA processing; F:catalytic activity; F:RNA endonuclease activity; F:protein binding; F:enzyme activator activity; C:nucleus; C:nucleoplasm; C:nucleolus; C:90S preribosome; C:small-subunit processome"
ppa:PAS_chr3_0267;	P:GO:0006352; P:GO:0006367; F:GO:0003677; F:GO:0016251; C:GO:0005634; C:GO:0005669	P:DNA-templated transcription initiation; P:transcription initiation at RNA polymerase II promoter; F:DNA binding; F:RNA polymerase II general transcription initiation factor activity; C:nucleus; C:transcription factor TFIID complex
ppa:PAS_chr3_1173;	P:GO:0000398; P:GO:0008380; C:GO:0071006	"P:mRNA splicing, via spliceosome; P:RNA splicing; C:U2-type catalytic step 1 spliceosome"
ppa:PAS_chr3_0266;	P:GO:0055085; F:GO:0022857; C:GO:0016020	P:transmembrane transport; F:transmembrane transporter activity; C:membrane
ppa:PAS_chr3_0265;	P:GO:0000278; P:GO:0007076; P:GO:0010032; P:GO:0030261; P:GO:0051301; F:GO:0042393; C:GO:0000779; C:GO:0005634; C:GO:0005694	"P:mitotic cell cycle; P:mitotic chromosome condensation; P:meiotic chromosome condensation; P:chromosome condensation; P:cell division; F:histone binding; C:condensed chromosome, centromeric region; C:nucleus; C:chromosome"
ppa:PAS_chr3_0264;	P:GO:0006783; F:GO:0004325; F:GO:0016829; C:GO:0005739	P:heme biosynthetic process; F:ferrochelatase activity; F:lyase activity; C:mitochondrion
ppa:PAS_chr3_0263;		
ppa:PAS_chr3_1172;	P:GO:0042026; P:GO:0051085; F:GO:0051082; C:GO:0005737; C:GO:0016020	P:protein refolding; P:chaperone cofactor-dependent protein refolding; F:unfolded protein binding; C:cytoplasm; C:membrane
ppa:PAS_chr3_0262;	P:GO:0006227; P:GO:0006233; P:GO:0006235; P:GO:0046940; F:GO:0004550; F:GO:0004798; F:GO:0005524; F:GO:0016301; C:GO:0005634; C:GO:0005737; C:GO:0005739; C:GO:0005829	P:dUDP biosynthetic process; P:dTDP biosynthetic process; P:dTTP biosynthetic process; P:nucleoside monophosphate phosphorylation; F:nucleoside diphosphate kinase activity; F:thymidylate kinase activity; F:ATP binding; F:kinase activity; C:nucleus; C:cytoplasm; C:mitochondrion; C:cytosol
ppa:PAS_chr3_0261;	F:GO:0004659; F:GO:0004660; F:GO:0004662; F:GO:0008318; C:GO:0005737; C:GO:0005953; C:GO:0005965; C:GO:0016020	F:prenyltransferase activity; F:protein farnesyltransferase activity; F:CAAX-protein geranylgeranyltransferase activity; F:protein prenyltransferase activity; C:cytoplasm; C:CAAX-protein geranylgeranyltransferase complex; C:protein farnesyltransferase complex; C:membrane
ppa:PAS_chr3_0260;		
ppa:PAS_chr3_0259;	P:GO:0006357; F:GO:0000978; F:GO:0000981; C:GO:0000785	"P:regulation of transcription by RNA polymerase II; F:RNA polymerase II cis-regulatory region sequence-specific DNA binding; F:DNA-binding transcription factor activity, RNA polymerase II-specific; C:chromatin"
ppa:PAS_chr3_0258;		
ppa:PAS_chr3_0257;	P:GO:0006172; P:GO:0046033; P:GO:0046034; P:GO:0046940; F:GO:0004017; F:GO:0005524; F:GO:0016301; C:GO:0005737; C:GO:0005739; C:GO:0005758; C:GO:0005829	P:ADP biosynthetic process; P:AMP metabolic process; P:ATP metabolic process; P:nucleoside monophosphate phosphorylation; F:adenylate kinase activity; F:ATP binding; F:kinase activity; C:cytoplasm; C:mitochondrion; C:mitochondrial intermembrane space; C:cytosol
ppa:PAS_chr3_0256;	P:GO:0006369; P:GO:0006886; P:GO:0007034; P:GO:0016192; P:GO:0031124; F:GO:0000993; F:GO:0003729; F:GO:0035091; F:GO:0043130; C:GO:0005737; C:GO:0005849	P:termination of RNA polymerase II transcription; P:intracellular protein transport; P:vacuolar transport; P:vesicle-mediated transport; P:mRNA 3'-end processing; F:RNA polymerase II complex binding; F:mRNA binding; F:phosphatidylinositol binding; F:ubiquitin binding; C:cytoplasm; C:mRNA cleavage factor complex
ppa:PAS_chr3_0255;	P:GO:0000002; P:GO:0001408; P:GO:0006879; P:GO:0055085; P:GO:1903790; F:GO:0001409; C:GO:0005739; C:GO:0005743	P:mitochondrial genome maintenance; P:guanine nucleotide transport; P:intracellular iron ion homeostasis; P:transmembrane transport; P:guanine nucleotide transmembrane transport; F:guanine nucleotide transmembrane transporter activity; C:mitochondrion; C:mitochondrial inner membrane
ppa:PAS_chr3_1171;		
ppa:PAS_chr3_0253;	P:GO:0006083; F:GO:0003986; F:GO:0008775; F:GO:0016787; C:GO:0005739	P:acetate metabolic process; F:acetyl-CoA hydrolase activity; F:acetate CoA-transferase activity; F:hydrolase activity; C:mitochondrion
ppa:PAS_chr3_0252;	P:GO:0006629; P:GO:0016042	P:lipid metabolic process; P:lipid catabolic process
ppa:PAS_chr3_0251;	F:GO:0003677	F:DNA binding
ppa:PAS_chr3_0250;		
ppa:PAS_chr3_0249;		
ppa:PAS_chr3_0248;	P:GO:0006334; P:GO:0006335; C:GO:0005634; C:GO:0033186	P:nucleosome assembly; P:DNA replication-dependent chromatin assembly; C:nucleus; C:CAF-1 complex
ppa:PAS_chr3_0247;		
ppa:PAS_chr3_0246;		
ppa:PAS_chr3_0245;		
ppa:PAS_chr3_0244;	P:GO:0006351; P:GO:0006366; F:GO:0001055; F:GO:0003677; F:GO:0046983; C:GO:0000428; C:GO:0005634; C:GO:0005665; C:GO:0016591	"P:DNA-templated transcription; P:transcription by RNA polymerase II; F:RNA polymerase II activity; F:DNA binding; F:protein dimerization activity; C:DNA-directed RNA polymerase complex; C:nucleus; C:RNA polymerase II, core complex; C:RNA polymerase II, holoenzyme"
ppa:PAS_chr3_0243;	P:GO:0007052; F:GO:0004672; F:GO:0004674; F:GO:0005524; C:GO:0000776; C:GO:0000922; C:GO:0005634; C:GO:0005737; C:GO:0005816	P:mitotic spindle organization; F:protein kinase activity; F:protein serine/threonine kinase activity; F:ATP binding; C:kinetochore; C:spindle pole; C:nucleus; C:cytoplasm; C:spindle pole body
ppa:PAS_chr3_0242;	P:GO:0006260; P:GO:0006265; P:GO:0007059; F:GO:0003677; F:GO:0003916; F:GO:0003917; C:GO:0005634; C:GO:0005694; C:GO:0005730	"P:DNA replication; P:DNA topological change; P:chromosome segregation; F:DNA binding; F:DNA topoisomerase activity; F:DNA topoisomerase type I (single strand cut, ATP-independent) activity; C:nucleus; C:chromosome; C:nucleolus"
ppa:PAS_chr3_0241;	P:GO:0006357; F:GO:0008420; F:GO:0016791; C:GO:0005886	P:regulation of transcription by RNA polymerase II; F:RNA polymerase II CTD heptapeptide repeat phosphatase activity; F:phosphatase activity; C:plasma membrane
ppa:PAS_chr3_0240;		
ppa:PAS_chr3_1170;		
ppa:PAS_chr3_0239;	C:GO:0005675	C:transcription factor TFIIH holo complex
ppa:PAS_chr3_0238;	P:GO:0030833; P:GO:0034314; F:GO:0003779; F:GO:0051015; C:GO:0005737; C:GO:0005856; C:GO:0005885	P:regulation of actin filament polymerization; P:Arp2/3 complex-mediated actin nucleation; F:actin binding; F:actin filament binding; C:cytoplasm; C:cytoskeleton; C:Arp2/3 protein complex
ppa:PAS_chr3_0236;	P:GO:0006633; P:GO:0008610; P:GO:0019367; P:GO:0030148; P:GO:0034625; P:GO:0034626; P:GO:0042761; P:GO:0044255; F:GO:0009922; F:GO:0016740; C:GO:0016020	"P:fatty acid biosynthetic process; P:lipid biosynthetic process; P:fatty acid elongation, saturated fatty acid; P:sphingolipid biosynthetic process; P:fatty acid elongation, monounsaturated fatty acid; P:fatty acid elongation, polyunsaturated fatty acid; P:very long-chain fatty acid biosynthetic process; P:cellular lipid metabolic process; F:fatty acid elongase activity; F:transferase activity; C:membrane"
ppa:PAS_chr3_0235;	P:GO:0000122; P:GO:0045944; F:GO:0000978; F:GO:0000981; C:GO:0005634	"P:negative regulation of transcription by RNA polymerase II; P:positive regulation of transcription by RNA polymerase II; F:RNA polymerase II cis-regulatory region sequence-specific DNA binding; F:DNA-binding transcription factor activity, RNA polymerase II-specific; C:nucleus"
ppa:PAS_chr3_0234;	P:GO:0032880; F:GO:0004596; F:GO:0005515; F:GO:0016746; C:GO:0005634; C:GO:0005737; C:GO:0005829; C:GO:0031417	P:regulation of protein localization; F:peptide alpha-N-acetyltransferase activity; F:protein binding; F:acyltransferase activity; C:nucleus; C:cytoplasm; C:cytosol; C:NatC complex
ppa:PAS_chr3_0233;	P:GO:0006260; P:GO:0006272; P:GO:0006275; P:GO:0006298; P:GO:0019985; F:GO:0003677; F:GO:0030337; C:GO:0005634; C:GO:0043626	P:DNA replication; P:leading strand elongation; P:regulation of DNA replication; P:mismatch repair; P:translesion synthesis; F:DNA binding; F:DNA polymerase processivity factor activity; C:nucleus; C:PCNA complex
ppa:PAS_chr3_0232;	P:GO:0006355; P:GO:0006878; P:GO:0006879; P:GO:0045944; F:GO:0000978; F:GO:0000981; F:GO:0003677; F:GO:0003700; F:GO:0005507; F:GO:0046872; C:GO:0005634	"P:regulation of DNA-templated transcription; P:intracellular copper ion homeostasis; P:intracellular iron ion homeostasis; P:positive regulation of transcription by RNA polymerase II; F:RNA polymerase II cis-regulatory region sequence-specific DNA binding; F:DNA-binding transcription factor activity, RNA polymerase II-specific; F:DNA binding; F:DNA-binding transcription factor activity; F:copper ion binding; F:metal ion binding; C:nucleus"
ppa:PAS_chr3_0231;	F:GO:0016757	F:glycosyltransferase activity
ppa:PAS_chr3_1169;	P:GO:0000011; P:GO:0006281; P:GO:0006338; P:GO:0006351; P:GO:0006355; P:GO:0006897; P:GO:0009306; P:GO:0030010; P:GO:0030476; P:GO:1902404; F:GO:0005200; F:GO:0005515; F:GO:0005524; F:GO:0016787; F:GO:0016887; F:GO:0042802; C:GO:0000142; C:GO:0000785; C:GO:0000812; C:GO:0005634; C:GO:0005737; C:GO:0005856; C:GO:0005884; C:GO:0030479; C:GO:0031011; C:GO:0032432; C:GO:0035267; C:GO:0043232	P:vacuole inheritance; P:DNA repair; P:chromatin remodeling; P:DNA-templated transcription; P:regulation of DNA-templated transcription; P:endocytosis; P:protein secretion; P:establishment of cell polarity; P:ascospore wall assembly; P:mitotic actomyosin contractile ring contraction; F:structural constituent of cytoskeleton; F:protein binding; F:ATP binding; F:hydrolase activity; F:ATP hydrolysis activity; F:identical protein binding; C:cellular bud neck contractile ring; C:chromatin; C:Swr1 complex; C:nucleus; C:cytoplasm; C:cytoskeleton; C:actin filament; C:actin cortical patch; C:Ino80 complex; C:actin filament bundle; C:NuA4 histone acetyltransferase complex; C:intracellular non-membrane-bounded organelle
ppa:PAS_chr3_1168;	P:GO:0006624; F:GO:0016787; C:GO:0005773; C:GO:0005783; C:GO:0005789; C:GO:0005856; C:GO:0016020; C:GO:0043231	P:vacuolar protein processing; F:hydrolase activity; C:vacuole; C:endoplasmic reticulum; C:endoplasmic reticulum membrane; C:cytoskeleton; C:membrane; C:intracellular membrane-bounded organelle
ppa:PAS_chr3_1167;	P:GO:0032456; F:GO:0003924; F:GO:0005525; C:GO:0005886; C:GO:0010008	P:endocytic recycling; F:GTPase activity; F:GTP binding; C:plasma membrane; C:endosome membrane
ppa:PAS_chr3_0230;	P:GO:0006457; P:GO:0006616; F:GO:0005524; F:GO:0140662; C:GO:0005634; C:GO:0005737; C:GO:0005829; C:GO:0005886	"P:protein folding; P:SRP-dependent cotranslational protein targeting to membrane, translocation; F:ATP binding; F:ATP-dependent protein folding chaperone; C:nucleus; C:cytoplasm; C:cytosol; C:plasma membrane"
ppa:PAS_chr3_0229;	P:GO:0061024; P:GO:0071786; C:GO:0005783; C:GO:0016020	P:membrane organization; P:endoplasmic reticulum tubular network organization; C:endoplasmic reticulum; C:membrane
ppa:PAS_chr3_0228;		
ppa:PAS_chr3_0227;		
ppa:PAS_chr3_1166;	P:GO:0007062; P:GO:1990414; F:GO:0003682; C:GO:0005634; C:GO:0008278	P:sister chromatid cohesion; P:replication-born double-strand break repair via sister chromatid exchange; F:chromatin binding; C:nucleus; C:cohesin complex
ppa:PAS_chr3_0226;	P:GO:0003333; P:GO:0006868; P:GO:0015824; F:GO:0015186; C:GO:0000329; C:GO:0005773; C:GO:0005774; C:GO:0016020	P:amino acid transmembrane transport; P:glutamine transport; P:proline transport; F:L-glutamine transmembrane transporter activity; C:fungal-type vacuole membrane; C:vacuole; C:vacuolar membrane; C:membrane
ppa:PAS_chr3_0225;	F:GO:0010181; F:GO:0016156; F:GO:0016491	F:FMN binding; F:fumarate reductase (NADH) activity; F:oxidoreductase activity
ppa:PAS_chr3_0224;	P:GO:0006283; P:GO:0006338; P:GO:0007131; P:GO:0045003; P:GO:0055085; F:GO:0004386; F:GO:0005524; F:GO:0015616; F:GO:0016787; F:GO:0016817; F:GO:0140658; C:GO:0005634; C:GO:0016020	"P:transcription-coupled nucleotide-excision repair; P:chromatin remodeling; P:reciprocal meiotic recombination; P:double-strand break repair via synthesis-dependent strand annealing; P:transmembrane transport; F:helicase activity; F:ATP binding; F:DNA translocase activity; F:hydrolase activity; F:hydrolase activity, acting on acid anhydrides; F:ATP-dependent chromatin remodeler activity; C:nucleus; C:membrane"
ppa:PAS_chr3_1165;	P:GO:0043328; P:GO:0071985; C:GO:0000814	P:protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway; P:multivesicular body sorting pathway; C:ESCRT II complex
ppa:PAS_chr3_0223;	P:GO:0006511; P:GO:0010498; P:GO:0042176; F:GO:0005507; F:GO:0030234; C:GO:0000502; C:GO:0005743; C:GO:0008541	"P:ubiquitin-dependent protein catabolic process; P:proteasomal protein catabolic process; P:regulation of protein catabolic process; F:copper ion binding; F:enzyme regulator activity; C:proteasome complex; C:mitochondrial inner membrane; C:proteasome regulatory particle, lid subcomplex"
ppa:PAS_chr3_1164;	P:GO:0006283; P:GO:0006338; P:GO:0007131; P:GO:0045003; P:GO:0055085; F:GO:0004386; F:GO:0005524; F:GO:0015616; F:GO:0016787; F:GO:0016817; F:GO:0140658; C:GO:0005634; C:GO:0016020	"P:transcription-coupled nucleotide-excision repair; P:chromatin remodeling; P:reciprocal meiotic recombination; P:double-strand break repair via synthesis-dependent strand annealing; P:transmembrane transport; F:helicase activity; F:ATP binding; F:DNA translocase activity; F:hydrolase activity; F:hydrolase activity, acting on acid anhydrides; F:ATP-dependent chromatin remodeler activity; C:nucleus; C:membrane"
ppa:PAS_chr3_0222;	P:GO:0006633; P:GO:0007034; P:GO:0030148; P:GO:0030497; P:GO:0042761; F:GO:0004300; F:GO:0016829; F:GO:0018812; F:GO:0102158; C:GO:0000324; C:GO:0000329; C:GO:0005773; C:GO:0005774; C:GO:0005783; C:GO:0005789; C:GO:0016020; C:GO:0042175	P:fatty acid biosynthetic process; P:vacuolar transport; P:sphingolipid biosynthetic process; P:fatty acid elongation; P:very long-chain fatty acid biosynthetic process; F:enoyl-CoA hydratase activity; F:lyase activity; F:3-hydroxyacyl-CoA dehydratase activity; F:very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase activity; C:fungal-type vacuole; C:fungal-type vacuole membrane; C:vacuole; C:vacuolar membrane; C:endoplasmic reticulum; C:endoplasmic reticulum membrane; C:membrane; C:nuclear outer membrane-endoplasmic reticulum membrane network
ppa:PAS_chr3_0221;	F:GO:0003735; C:GO:0005737; C:GO:0005762; C:GO:0005840; C:GO:0043229	F:structural constituent of ribosome; C:cytoplasm; C:mitochondrial large ribosomal subunit; C:ribosome; C:intracellular organelle
ppa:PAS_chr3_0220;		
ppa:PAS_chr3_0219;	P:GO:0000725; P:GO:0032508; F:GO:0003677; F:GO:0003678; F:GO:0004386; F:GO:0005524; F:GO:0016787; F:GO:0016853; F:GO:0043138; C:GO:0005634; C:GO:0005829; C:GO:0033202	P:recombinational repair; P:DNA duplex unwinding; F:DNA binding; F:DNA helicase activity; F:helicase activity; F:ATP binding; F:hydrolase activity; F:isomerase activity; F:3'-5' DNA helicase activity; C:nucleus; C:cytosol; C:DNA helicase complex
ppa:PAS_chr3_0218;	P:GO:0006071; P:GO:0006629; P:GO:0019432; F:GO:0004144; F:GO:0008374; F:GO:0016746; C:GO:0005783; C:GO:0005789; C:GO:0016020	P:glycerol metabolic process; P:lipid metabolic process; P:triglyceride biosynthetic process; F:diacylglycerol O-acyltransferase activity; F:O-acyltransferase activity; F:acyltransferase activity; C:endoplasmic reticulum; C:endoplasmic reticulum membrane; C:membrane
ppa:PAS_chr3_0217;	P:GO:0000082; F:GO:0004722; F:GO:0016787; F:GO:0017018; C:GO:0005737	P:G1/S transition of mitotic cell cycle; F:protein serine/threonine phosphatase activity; F:hydrolase activity; F:myosin phosphatase activity; C:cytoplasm
ppa:PAS_chr3_0216;	P:GO:0000050; P:GO:0000053; P:GO:0006526; F:GO:0004055; F:GO:0005524; F:GO:0016874; C:GO:0005737	P:urea cycle; P:argininosuccinate metabolic process; P:L-arginine biosynthetic process; F:argininosuccinate synthase activity; F:ATP binding; F:ligase activity; C:cytoplasm
ppa:PAS_chr3_1163;	P:GO:0006325; P:GO:0006338; P:GO:0006351; P:GO:0006355; F:GO:0031491; C:GO:0000417; C:GO:0005634	P:chromatin organization; P:chromatin remodeling; P:DNA-templated transcription; P:regulation of DNA-templated transcription; F:nucleosome binding; C:HIR complex; C:nucleus
ppa:PAS_chr3_1162;	P:GO:0000032; P:GO:0006486; P:GO:0006487; P:GO:0006493; P:GO:0009101; P:GO:0097502; F:GO:0000026; F:GO:0000030; F:GO:0016758; C:GO:0005794; C:GO:0016020	"P:cell wall mannoprotein biosynthetic process; P:protein glycosylation; P:protein N-linked glycosylation; P:protein O-linked glycosylation; P:glycoprotein biosynthetic process; P:mannosylation; F:alpha-1,2-mannosyltransferase activity; F:mannosyltransferase activity; F:hexosyltransferase activity; C:Golgi apparatus; C:membrane"
ppa:PAS_chr3_0215;	P:GO:0000032; P:GO:0006486; P:GO:0006487; P:GO:0006493; P:GO:0009101; P:GO:0097502; F:GO:0000026; F:GO:0000030; F:GO:0016758; C:GO:0005794; C:GO:0016020	"P:cell wall mannoprotein biosynthetic process; P:protein glycosylation; P:protein N-linked glycosylation; P:protein O-linked glycosylation; P:glycoprotein biosynthetic process; P:mannosylation; F:alpha-1,2-mannosyltransferase activity; F:mannosyltransferase activity; F:hexosyltransferase activity; C:Golgi apparatus; C:membrane"
ppa:PAS_chr3_0214;	P:GO:0007409; P:GO:0016192; P:GO:0048489; P:GO:0051402; P:GO:0051726; F:GO:0004672; F:GO:0004674; F:GO:0004693; F:GO:0005524; C:GO:0005634; C:GO:0005737	P:axonogenesis; P:vesicle-mediated transport; P:synaptic vesicle transport; P:neuron apoptotic process; P:regulation of cell cycle; F:protein kinase activity; F:protein serine/threonine kinase activity; F:cyclin-dependent protein serine/threonine kinase activity; F:ATP binding; C:nucleus; C:cytoplasm
ppa:PAS_chr3_0213;	P:GO:0008033; P:GO:0030488; P:GO:0032259; F:GO:0008168; F:GO:0016300; F:GO:0141101; C:GO:0005737	P:tRNA processing; P:tRNA methylation; P:methylation; F:methyltransferase activity; F:tRNA (uridine) methyltransferase activity; F:tRNA(Ser) (uridine(44)-2'-O-)-methyltransferase activity; C:cytoplasm
ppa:PAS_chr3_0212;	F:GO:0003723; F:GO:0003729; C:GO:0005730	F:RNA binding; F:mRNA binding; C:nucleolus
ppa:PAS_chr3_0211;	P:GO:0007059; P:GO:0034080	P:chromosome segregation; P:CENP-A containing chromatin assembly
ppa:PAS_chr3_0210;	P:GO:0006886; P:GO:0007033; P:GO:0015031; P:GO:0016197; P:GO:0042144; F:GO:0003779; C:GO:0005737; C:GO:0005768; C:GO:0012505; C:GO:0030897; C:GO:0032991; C:GO:0043231	"P:intracellular protein transport; P:vacuole organization; P:protein transport; P:endosomal transport; P:vacuole fusion, non-autophagic; F:actin binding; C:cytoplasm; C:endosome; C:endomembrane system; C:HOPS complex; C:protein-containing complex; C:intracellular membrane-bounded organelle"
